subject_id,object_id,property_id,property_label,property_description,property_uri,reference_uri,reference_supporting_text,reference_date
HGNC:4851,HGNC:9004,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5120,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5122,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5101,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5100,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5133,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:9219,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5102,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5140,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
HGNC:4851,HGNC:5139,RO:0002434,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434,https://www.ncbi.nlm.nih.gov/pubmed/26636579,Here we present a genome-wide analysis of mRNA expression in human prefrontal cortex from 20 HD and 49 neuropathologically normal controls using next generation high-throughput sequencing.,2015-11-04
